Date,Open,High,Low,Close,Volume,Change,Previous,Value,Frequency,ForeignSellValue,ForeignBuyValue,NonRegularVolume,NonRegularValue,NonRegularFrequency,ListedShare,TradebleShare,IndexCode,NumberOfStock,MarketCapital
23-03-2015,2306.417,2320.638,2310.198,2311.426,87049816,5.009,2306.417,406242443870,11156,,,,,,,,CONSUMER,36,1.05090059235245E+15
24-03-2015,2311.426,2317.673,2301.719,2311.754,107434445,0.328,2311.426,441931699950,15299,,,,,,,,CONSUMER,36,1.05188454954272E+15
25-03-2015,2311.754,2307.542,2282.281,2289.729,86922718,-22.025,2311.754,444907267650,13715,,,,,,,,CONSUMER,36,1.04609542589139E+15
26-03-2015,2289.729,2291.613,2267.803,2267.803,112951304,-21.926,2289.729,446782182200,15592,,,,,,,,CONSUMER,36,1.03946241857873E+15
27-03-2015,2267.803,2300.228,2266.879,2296.885,64910609,29.082,2267.803,438712880760,12857,,,,,,,,CONSUMER,36,1.04920622042631E+15
30-03-2015,2296.885,2324.317,2303.41,2312.582,129929868,15.697,2296.885,459513254400,15461,,,,,,,,CONSUMER,36,1.05763455016866E+15
31-03-2015,2312.582,2353.254,2326.912,2335.958,155806315,23.376,2312.582,677680280360,23121,,,,,,,,CONSUMER,36,1.08709588435432E+15
01-04-2015,2335.958,2336.333,2306.934,2311.483,74678310,-24.475,2335.958,306322782412,13090,,,,,,,,CONSUMER,36,1.07820340686838E+15
02-04-2015,2311.483,2331.579,2307.671,2314.007,77990135,2.524,2311.483,373274755421,12296,,,,,,,,CONSUMER,36,1.08439915165277E+15
06-04-2015,2314.007,2330.82,2312.95,2317.735,44427433,3.728,2314.007,177486067855,8474,,,,,,,,CONSUMER,36,1.0854009425624E+15
07-04-2015,2317.735,2336.996,2319.385,2334.045,50746941,16.31,2317.735,296222136400,10942,,,,,,,,CONSUMER,36,1.09227686260894E+15
08-04-2015,2334.045,2338.707,2310.328,2317.283,84203087,-16.762,2334.045,515807608050,15984,,,,,,,,CONSUMER,36,1.085472065107E+15
09-04-2015,2317.283,2328.707,2315.06,2328.707,87515827,11.424,2317.283,364373708125,13750,,,,,,,,CONSUMER,36,1.09052845739218E+15
10-04-2015,2328.707,2334.77,2312.852,2322.399,96711461,-6.308,2328.707,424191645650,13380,,,,,,,,CONSUMER,36,1.08824347265995E+15
13-04-2015,2322.399,2318.517,2297.546,2315.517,74118215,-6.882,2322.399,396279457460,13847,,,,,,,,CONSUMER,36,1.08598930882885E+15
14-04-2015,2315.517,2311.882,2268.255,2277.408,80951601,-38.109,2315.517,415252744700,14528,,,,,,,,CONSUMER,36,1.07022093894103E+15
15-04-2015,2277.408,2288.893,2255.514,2267.599,93030696,-9.809,2277.408,405245198150,15523,,,,,,,,CONSUMER,36,1.06919999267826E+15
16-04-2015,2267.599,2280.822,2243.335,2258.703,117951249,-8.896,2267.599,551705860000,19499,,,,,,,,CONSUMER,36,1.06584803216868E+15
17-04-2015,2258.703,2277.698,2255.331,2262.221,98847434,3.518,2258.703,493570115640,13468,,,,,,,,CONSUMER,36,1.0674386274622E+15
20-04-2015,2262.221,2282.09,2262.244,2282.09,89651000,19.869,2262.221,313350563100,14246,,,,,,,,CONSUMER,36,1.07394584274421E+15
21-04-2015,2282.09,2335.785,2287.684,2335.785,140500558,53.695,2282.09,455995260000,24963,,,,,,,,CONSUMER,36,1.09153176909155E+15
22-04-2015,2335.785,2357.202,2307.024,2337.134,167517700,1.349,2335.785,504369239200,46756,,,,,,,,CONSUMER,36,1.08978214358489E+15
23-04-2015,2337.134,2392.595,2341.153,2365,115855900,27.866,2337.134,426662300400,14309,,,,,,,,CONSUMER,36,1.09890847630056E+15
24-04-2015,2365,2408.703,2382.045,2403.584,76626925,38.584,2365,430182250790,15016,,,,,,,,CONSUMER,36,1.11154532855336E+15
27-04-2015,2403.584,2391.937,2305.626,2339.216,114223479,-64.368,2403.584,482067374375,18048,,,,,,,,CONSUMER,36,1.09484697827105E+15
28-04-2015,2339.216,2396.289,2302.865,2396.289,114514656,57.073,2339.216,530441941970,20854,,,,,,,,CONSUMER,36,1.10915613148368E+15
29-04-2015,2396.289,2392.513,2251.971,2305.415,256257798,-90.874,2396.289,847306566350,31808,,,,,,,,CONSUMER,36,1.07610648885458E+15
30-04-2015,2305.415,2361.304,2248.709,2319.249,203396905,13.834,2305.415,972230550985,27650,,,,,,,,CONSUMER,36,1.08173302180305E+15
04-05-2015,2319.249,2368.825,2324.984,2337.302,113161256,18.053,2319.249,504239493850,24063,,,,,,,,CONSUMER,36,1.08874122158248E+15
05-05-2015,2337.302,2379.107,2333.582,2359.481,106003894,22.179,2337.302,387118083580,18562,,,,,,,,CONSUMER,36,1.09227973471725E+15
06-05-2015,2359.481,2398.579,2331.008,2377.819,89822146,18.338,2359.481,448843439650,18503,,,,,,,,CONSUMER,36,1.09434087716041E+15
07-05-2015,2377.819,2378.29,2324.105,2324.105,96162473,-53.714,2377.819,466142916600,20074,,,,,,,,CONSUMER,36,1.07674899337479E+15
08-05-2015,2324.105,2361.402,2338.074,2338.074,80362042,13.969,2324.105,356562992820,16715,,,,,,,,CONSUMER,36,1.08461108752392E+15
11-05-2015,2338.074,2359.598,2320.754,2323.247,55364549,-14.827,2338.074,260368424460,10437,,,,,,,,CONSUMER,36,1.07865932216247E+15
12-05-2015,2323.247,2331.824,2304.287,2304.287,129668375,-18.96,2323.247,512869574350,17318,,,,,,,,CONSUMER,36,1.0766135464655E+15
